microwaves_name,microwaves_reviews,microwaves_price
VON VAMS21DGK 700W Digital Microwave Oven 20L,(0),"KSh 10,999"
Ramtons RM310 Digital Microwave Grill,(0),"KSh 13,770"
Nunix microwave,(0),"KSh 10,000"
Roch digital microwave,(0),"KSh 10,000"
Nunix microwave,(0),"KSh 10,000"
Microwave,(0),"KSh 10,000"
Roch digital microwave,(0),"KSh 9,000"
of Redberry Microwave Oven model 721 Output Power of 700watts has a cooking end signal indicator 20ltrs capacity Defrosting capability,(0),"KSh 10,100"
20 litres Hanmac digital microwave,(0),"KSh 10,789"
Hanmac 20L Manual black microwave,(0),"KSh 8,640"
Syinix 20L Digital 700W Microwave,(0),"KSh 10,530"
Nunix Digital Microwave Oven 20L,(0),"KSh 9,999"
ICONA ILMO2015XW MICROWAVE OVEN 20LManual 6 Microwave power level 1 YEAR WARRANTY,(0),"KSh 7,889"
Hanmac Microwave 20L Digital Multi Stage Cooking HMR20E2,(0),"KSh 10,499"
Syinix 20L Manual Microwave,(0),"KSh 8,299"
ICONA ILDMOG3000XB MICROWAVE OVEN GRILL 30LDigital1 YEAR WARRANTY,(0),"KSh 13,444"
Ramtons microwave oven,(0),"KSh 18,299"
Hanmac 20L manual microwave,(0),"KSh 9,450"
Mika 20L Manual Microwave Oven 700W Black,(0),"KSh 10,800"
Nunix manual microwave 20l,(0),"KSh 8,999"
Ramtons RM458 Digital Glass Microwave 700W 20L B,(0),"KSh 12,999"
Syinix 20L Digital 700W Microwave,(0),"KSh 9,999"
HANMAC DIGITAL MICROWAVE OVEN,(0),"KSh 10,679"
Hisense white digital microwave,(0),"KSh 11,299"
HANMAC Microwave Manual 20L Defrost Function HMR20M2,(0),"KSh 9,299"
Haier 20l Digital Control Microwave OvenSilver,(0),"KSh 15,525"
Roch Digital microwaves Oven 20L,(0),"KSh 9,499"
NUNIX DIGITAL MICROWAVE 20 LITERS 800W White M White 20,(1),"KSh 9,995"
Smart Pro 20L Digital Microwave Oven,(0),"KSh 9,399"
Hisense Digital Microwave Oven 20L White 2yrs Warranty,(0),"KSh 13,000"
Syinix 20 litres microwave oven,(0),"KSh 9,499"
Mika MMWDSPR2312B 23L Digital Microwave,(0),"KSh 11,495"
Mika 20L Manual Microwave 700W Black,(0),"KSh 10,800"
HANMAC 20L Digital Microwave robust glass turntable guarantees uniform cooking is effortlessly detachable for a quick cleanup,(0),"KSh 9,990"
Digital syinix microwave,(0),"KSh 11,289"
Microwave Oven 20L Digital Syinix Microwave,(0),"KSh 9,999"
Syinix 20l Microwave Oven,(0),"KSh 8,299"
Syinix 20L Microwave Oven,(0),"KSh 10,999"
20 L HANMAC DIGITAL MICROWAVE GRILL,(0),"KSh 9,990"
20L synix digital microwave silver,(0),"KSh 9,999"
20L synix digital microwave silver,(0),"KSh 9,999"
Nunix 20L Digital Electric Microwave,(0),"KSh 10,499"
25 L ICONA DIGITAL MICROWAVE ILDMO2565XB,(0),"KSh 13,500"
Mika 20L Manual Microwave 700W,(0),"KSh 9,999"
RAMTONS 23 LITRES MICROWAVEGRILL BLACK RM550,(0),"KSh 14,990"
HANMAC Microwave 20L Digital Grill Function,(0),"KSh 11,999"
DISCOVER EXCLUSIVE DISCOUNTS Ramtons RM458 Digital Glass Microwave 700W 20L Black Silver20 litres Microwave Power output 700W 5 microwave power levels 95 minutes,(0),"KSh 13,500"
Nunix Microwave Oven 20L,(0),"KSh 8,999"
20 Litres Smart Pro Digital Black Microwave,(0),"KSh 9,720"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 9,999"
Hisense 20L Digital Microwave 700W,(0),"KSh 9,799"
LISTING ON Premium Range Redberry Microwave Oven model RMO723 20Ltr capacity 700Volts power output Grill function,(0),"KSh 12,121"
Hisense 20L Digital Microwave,(0),"KSh 11,475"
Icona ILMO2550XW Microwave oven 25L Manual Setting Plus Grill 1 YEARS WARRANTY,(0),"KSh 10,111"
Syinix 20L Manual Microwave,(0),"KSh 8,299"
Mika 20L Digital Microwave Grill,(0),"KSh 10,999"
20 L Mika Manual Microwave Black,(0),"KSh 10,800"
20 Litres Roch Digital Microwave Oven,(0),"KSh 9,990"
Synix 700w 20L Microwave OvenManual,(0),"KSh 8,989"
20 Litres Roch Digital Microwave Oven,(0),"KSh 9,990"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 10,530"
ICONA ILDMO2035XB MICROWAVE OVEN 20LDigital 5Microwave power level 1 YEAR WARRANTY,(0),"KSh 8,999"
20 litres Hanmac digital microwave,(0),"KSh 10,779"
MIKA MICROWAVE OVEN GRILL 20LTR 1000W Grill,(0),"KSh 13,999"
Mika 20L Digital Solo Microwave Oven,(0),"KSh 11,599"
Syinix Microwave Manual Oven 20L MW72003M TW,(0),"KSh 9,960"
20L Hanmac digital microwaves grill,(1),"KSh 14,000"
Syinix 20L Manual Microwave,(0),"KSh 8,299"
Premier Digital 20L Multipurpose Microwave,(0),"KSh 11,400"
HANMAC 20L Digital Grill Microwave,(0),"KSh 9,499"
Syinix 20L Microwave Oven,(0),"KSh 11,999"
Microwave digital grill 20 ltrs Hisense,(0),"KSh 12,499"
Roch 20 Liters Digital Microwave Oven,(0),"KSh 9,990"
Ramtons RM310 20L Microwave Grill,(0),"KSh 13,000"
25 L ICONA MANUAL MICROWAVE,(0),"KSh 11,475"
Roch RMW20PX7PB B Microwave Oven 700W 20L Black 1YR WRTY,(0),"KSh 17,999"
Von Microwave 20L Digital,(0),"KSh 13,999"
Nunix 20L Digital Electric Microwave Oven GRILL,(0),"KSh 10,999"
NUNIX Microwave Oven 20L White Manual SETTING NUNIX MICROWAVE C20MX 2 knobs power knob timer knob NUNIX High microwave,(0),"KSh 9,366"
VON VAMS21DGK Digital Microwave Oven Solo 20L grill,(0),"KSh 14,900"
SYINIX 20 L DIGITAL MICROWAVE OVEN,(0),"KSh 10,530"
Roch Digital microwaves Oven 20L,(0),"KSh 9,499"
Mika 20L Manual Microwave 700W,(0),"KSh 9,999"
Hisense Digital Microwave Oven 20L,(0),"KSh 10,999"
20 litres mika digital microwave oven,(0),"KSh 12,420"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 9,699"
PROMOTION PROMOTION Haier HMW20DBM Digital Microwave Oven 700W 20L BlackStylish Silver stainless steel finish Compact size 20L Capacity 700 Watts 10 Power Levels Clock Timer Easy,(0),"KSh 16,750"
HANMAC 20L Digital Grill Microwave,(0),"KSh 9,499"
20L Digital control redberry microwave oven auto cook menus defrost function express cooking eleven power levels child lock 700W Power Output,(0),"KSh 9,800"
Smart Pro Microwave Oven 20L Digital,(0),"KSh 10,500"
Hisense 20L Digital Microwave,(0),"KSh 10,999"
HANMAC 20L Digital Grill Microwave,(0),"KSh 9,450"
OFFERSLG Digital control Easy clean interior MS2595CIS Microwave Oven Solo 25L Silver,(0),"KSh 28,699"
HANMAC DIGITAL MICROWAVE GRILL,(0),"KSh 13,350"
Nunix 20L Microwave Oven White MICROWAVE 20 LITERS 800W White M White 20 White 20L,(3),"KSh 8,685"
20 L SYINIX DIGITAL MICROWAVE,(0),"KSh 10,530"
Mika 20L Digital Microwave GrillSILVER,(0),"KSh 13,200"
Von quartz grill digital control seven auto cook menus VAMG20DGB 20L Microwave Oven Grill Memory cooking a combination of different programs,(0),"KSh 13,699"
Hisense H25MOMS7HG 25L Microwave Oven Grill,(0),"KSh 23,800"
HISENSE 25 L MICROWAVE OVEN,(0),"KSh 16,875"
Nunix 20 Litres Manual Setting Microwave Oven,(0),"KSh 10,399"
Mika 20L Digital Microwave Grill,(0),"KSh 10,999"
Nunix 20 L Microwave Manual Setting Microwave Oven Quickly easily prepare snacks or meals removable glass turntable,(0),"KSh 9,315"
AILYONS 20 Litres Microwave Oven Grill Defrost Function,(0),"KSh 9,499"
Smart Pro Microwave,(0),"KSh 10,854"
20 L VON HMS202DBVAMS20DGB DIGITAL MICROWAVE,(0),"KSh 12,825"
Hanmac 20 litres digital microwave grill,(0),"KSh 13,900"
Haier HMW20DBM Digital Microwave Oven 700W 20L Black,(0),"KSh 15,525"
Smart Pro 20L Digital Microwave Oven SMV20LV2 Black,(0),"KSh 9,998"
Nunix 20L Digital Electric Microwave Oven GRILL,(0),"KSh 10,999"
ROCH DIGITAL MICROWAVE,(0),"KSh 10,854"
HANMAC 20L Manual Microwave,(0),"KSh 8,799"
Mika 20 litres digital microwave available,(0),"KSh 14,400"
Roch Digital Microwave 20ltrs,(0),"KSh 10,998"
Hanmac 20L Manual black microwave,(0),"KSh 8,699"
Haier Microwave Oven 700W 20L,(1),"KSh 10,999"
Hisense White 20L Digital Microwave,(0),"KSh 10,530"
RM551 Ramtons Microwave Grill 25Ltrs,(0),"KSh 22,000"
Roch 20 Liters Digital Microwaveblack,(0),"KSh 10,999"
Ramtons RM320 Digital Microwave 700W 20L,(0),"KSh 13,299"
Roch 20Litres Digital Microwave,(0),"KSh 9,999"
Nunix 20L Electric Oven Grill 3 Knobs Electric Rotisserie Oven Input Power 1280W Voltage 220V50Hz Operating Frequency 2450MHz 6 Microwave Power Level White cavity,(0),"KSh 10,000"
Roch 20 Liters Digital Microwave,(0),"KSh 9,499"
Hisense Digital Microwave Oven 20L,(0),"KSh 9,999"
Mika MMWMSKH2012B 20L MicrowaveBLK,(0),"KSh 12,000"
AILYONS 20 Litres Microwave Oven Grill Defrost Function,(0),"KSh 9,699"
Smart Pro Microwave,(0),"KSh 10,854"
Binatone 20l Microwave Oven MWO2017E,(0),"KSh 11,700"
Hanmac 20 litres manual microwave,(0),"KSh 10,950"
Hanmac 20 litres digital microwave grill,(0),"KSh 12,999"
Hisense 20L Digital Microwave WHITE2 YEARS WARRANTY,(0),"KSh 8,990"
Hisense Microwave Oven H20MOMS11 20L 2YEARS WARRANTY,(0),"KSh 8,990"
HANMAC DIGITAL MICROWAVE,(0),"KSh 11,900"
Premier Digital 20L Multipurpose Microwave,(0),"KSh 11,400"
Mika 20l microwave 2074mr grill,(0),"KSh 14,900"
Hisense 20L Digital Microwave Oven,(2),"KSh 12,999"
Digital microwave oven 20 ltrs digital grill nunix,(0),"KSh 11,899"
xpandable MicrowaveOven Rack,(0),"KSh 5,490"
Mika Manual Microwave 20 litres BlackSpacious Stylish 20L of cooking capacity a glossy exterior 5 power levels counter top microwave delivers power style convenience to any,(0),"KSh 10,450"
MIKA Microwave Oven 20L Grill Digital Control Panel Mirror Finish,(0),"KSh 15,015"
Haier HMW28DBM Digital Microwave Oven 900W 20L,(0),"KSh 10,999"
Nunix C20MX1 20ltrs Microwave Oven,(1),"KSh 8,299"
Hisense Microwave Oven H20MOBS11 700W 20L Digital Microwave,(0),"KSh 9,900"
Mika 20L Manual Microwave 700W Black,(0),"KSh 9,999"
hisense Digital Microwave Hisense 20L Digital Microwave is a powerful versatile microwave oven that is perfect for any 11 power levels a microwave output power of 700 watts,(1),"KSh 12,150"
RAMTONSRM23720LT MICROWAVE DIGITAL WHITE,(1),"KSh 11,999"
VON VAMS20DGB 20L 700Watts Microwave Oven,(0),"KSh 13,499"
Icona 20L Digital Microwave Oven,(0),"KSh 9,999"
LG 3 Times Brighter LED Lamp 39 L MJ3965ACS neoChef Microwave Convection Oven EasyClean Smart Inverter Stable Turntable,(0),"KSh 70,799"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Premier Multi Purpose metallic Microwave Oven White 20 litres,(2),"KSh 10,789"
Icona London 20L Manual Setting Microwave Oven,(1),"KSh 8,999"
RAMTONSRM23920 LITERS MICROWAVEGRILL WHITE,(0),"KSh 12,999"
Roch Digital microwaves Oven 20L,(1),"KSh 9,999"
Ramtons RM589 Microwave Grill Microwave Ovens,(0),"KSh 19,899"
Nunix 20L Microwave Oven,(0),"KSh 8,799"
ROCH 20L Microwave Oven,(0),"KSh 10,799"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 9,499"
Roch 20 Litres Digital Microwave Get yourself a life saving time saving appliance to life much easier 20 Liters capacity 11 Microwave power levels Defrost function,(0),"KSh 9,250"
Nunix Digital Microwave Oven 20L GRILL,(0),"KSh 11,499"
Hisense 20L Microwave,(0),"KSh 8,900"
Ramtons RM672 20LT Manual Microwave,(0),"KSh 12,999"
Nunix C20PG 20ltrs Digital Microwave Oven Grill,(1),"KSh 10,899"
Hisense Microwave 30 L Digital Handle H30M0MS9H,(0),"KSh 20,599"
VON 20L DIGITAL MICROWAVE,(0),"KSh 12,999"
Haier HP90D23ELB8 Glass Microwave Oven 900W 20L Microwave ovens,(0),"KSh 11,999"
Nunix Microwave Oven 20L GRILL,(0),"KSh 11,299"
Mika Microwave Oven 20L Digital Control Panel White MMWDSPR2021W,(0),"KSh 11,449"
Haier HMW20DBM Digital Microwave Oven 700W 20L,(0),"KSh 12,999"
LG Didital control Microwave Oven MS4295CIS Solo Neochef Smart Inverter Even Heating Even Defrosting,(0),"KSh 33,699"
Nunix Digital Microwave Oven 20L,(0),"KSh 9,999"
20 litres Lyons microwave Analog functions,(0),"KSh 11,647"
Nunix Digital Microwave Oven 20L C20PG1COMPACT Nunix C20PG1 Countertop Microwave is 44cm long making it ideal choice to fit into dormitories apartment kitchens or workplace DIGITAL PA,(0),"KSh 10,500"
TRUSTED SOURCE OF Hisense white digital microwave Membrane digital control 11 microwave power levels 6 auto cooking menus 9999mins cooking timer 24H clock setting,(1),"KSh 11,121"
Roch RMW20LD7CWAB 20L Digital Microwave,(0),"KSh 10,500"
UPGRADE THESE TOP DURABLE HANMAC 20LITRES MICROWAVE IT IS CONVENIENT FOR USE BOTH INDOOR COMMERCIAL PURPOSES,(0),"KSh 10,000"
Midea 20L Digital Microwave Oven 700W Black MMOMM720C2GXEBK,(0),"KSh 8,595"
VON HMG202DBVAMG20DGB Grill Microwave 20L Black Red Digital control panel Adjustable power levels 7 auto cook menus Jet defrost Variable power,(0),"KSh 16,271"
Hisense 20L Digital Microwave oven,(0),"KSh 10,799"
Nunix Digital Electric Microwave20L,(0),"KSh 10,999"
20 Litres Ramtons Digital Microwave,(1),"KSh 15,800"
RAMTONS 23 LITRES MICROWAVEGRILL BLACK RM550,(0),"KSh 17,699"
Ramtons RM672 20LT Manual Microwave,(0),"KSh 12,999"
Nunix Digital Microwave 20L Without GRILL,(0),"KSh 9,699"
RAMTONS 23 LITRES MICROWAVEGRILL BLACK RM550,(0),"KSh 23,000"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Nunix Microwave Oven 20L GRILL,(1),"KSh 11,514"
20L Microwave Oven Mechanical Control Defrost Setting Cooking Signal,(0),"KSh 7,999"
Roch RMW20PX9B B Microwave Oven 700W 20L,(0),"KSh 9,999"
20l Icona digital microwave,(0),"KSh 9,899"
Microwave Oven 20L Nunix Oven,(5),"KSh 7,200"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Digital Ramtoms microwave RM32020litres,(0),"KSh 13,800"
Nunix Microwave Oven 20L GRILL,(1),"KSh 12,900"
VON HMG202DBVAMG20DGB Grill Microwave 20L Black Red Digital control panel Adjustable power levels 7 auto cook menus Jet defrost Variable power,(0),"KSh 16,740"
Roch RMW 20LM7CBAB Microwave Oven 700W 20L,(0),"KSh 9,999"
Lyons V1 20L Microwave Oven 99 Min Timer Digital Control Multistage Cooking Cooking Defrost,(0),"KSh 15,222"
Digital microwaves Oven 20L,(0),"KSh 9,720"
VON HMS210DSVAMS20DGS Digital Solo Microwave Oven 20L,(0),"KSh 16,102"
HISENSE 20 LITRES DIGITAL MICROWAVE OVENWHITE2 YEARS WARRANTY White 30 inch 700w,(1),"KSh 9,699"
20L DigitalGrill Microwave Multiple Auto Menus Speed Defrost Child Lock,(0),"KSh 11,499"
Mika Microwave,(0),"KSh 11,499"
Hisense Digital Microwave oven,(0),"KSh 12,500"
AILYONS D70H20PSC 20L Electric MICROWAVE OVEN GRILL Microwave ovens White 5speed adjustment 20L 1200w,(2),"KSh 8,899"
Ramtons RM672 20LT Manual Microwave,(0),"KSh 10,999"
Hanmac 20L Digital Microwave HMR20EG2,(0),"KSh 13,999"
Hanmac 20L Digital Microwave HMR20E2,(0),"KSh 12,499"
2M214 Microwave Oven Magnetron 2M214 161GP 2B71165R,(0),"KSh 3,100"
2M214 Microwave Oven Magnetron 2M214 161GP 2B71165R,(0),"KSh 3,099"
20L Digital control redberry microwave oven auto cook menus defrost function express cooking eleven power levels child lock 700W Power Output,(0),"KSh 9,700"
20L Redberry microwave oven grill for faster heating mechanical control microwave defrost function RMO723 700W,(0),"KSh 10,400"
20L Redberry Microwave oven defrost function mechamical control push button door cooking end signal 700W Output RMO721,(0),"KSh 8,900"
20L Redberry Microwave oven defrost function mechamical control push button door cooking end signal 700W Output RMO721,(0),"KSh 9,000"
20L Redberry microwave oven grill for faster heating mechanical control microwave defrost function RMO723 700W,(0),"KSh 10,500"
Hanmac 20L Manual Microwave HMR20M2,(0),"KSh 10,999"
Hisense H20MOWS11 20 Litres Microwave White 2YRs WRTY,(0),"KSh 8,990"
Mika Microwave Oven 20L Grill Digital Control Panel Mirror Finish,(0),"KSh 13,540"
Hisense H25MOMS7HG 25L Microwave Oven Grill,(0),"KSh 24,000"
Hisense H25MOMS7HG 25L Microwave Oven Grill,(0),"KSh 24,200"
20L Hisense digital microwaves SILVER 2 years Warranty,(0),"KSh 16,999"
20 litres Roch digital microwave oven 35 minutes timer means maximum time to set is 35 minutes Glass door its mainly used for viewing food inside microwave if its ready Defrost se,(0),"KSh 10,800"
Hanmac 20L Digital plus grill microwaveCountertop Microwave Oven 6 Auto Menus Essentials Mute Function ECO Mode 09 Cu Ft 106 Inch Removable Turntable 900W,(0),"KSh 10,990"
HANMAC 20L Digital Microwave Elevate culinary skills 11 adjustable power settings ensuring precise control for a wide array of recipes ExtendedRapidly thaw frozen goods Spe,(0),"KSh 10,650"
Mika 20L Manual Microwave,(0),"KSh 9,999"
Hanmac 20L Digital plus grill microwaveCountertop Microwave Oven 6 Auto Menus Essentials Mute Function ECO Mode 09 Cu Ft 106 Inch Removable Turntable 900W,(0),"KSh 10,449"
VAMS20DGX Von Microwave Oven Solo 20L digital control microwave touch control panel black 700W 6 auto cook menus,(0),"KSh 12,800"
Mika Microwave 19L Black Defrost Function 35 Minutes Timer Durable Glass Door Handle,(0),"KSh 10,989"
AT DISCOUNTED PRICENunix 20L Electric Oven Grill 3 Knobs Electric Rotisserie Oven Input Power 1280W Voltage 220V50Hz Operating Frequency 2450MHz 6 Microwave Power Level White cavity,(0),"KSh 6,000"
MIKA MICROWAVE OVEN GRILL 20LTR 1000W Grill Silver Mika affordable energyefficient home appliances brand is well known for their highquality top of range,(0),"KSh 13,999"
Mika Digital Microwave Grill20L1 YEAR WARRANTY,(0),"KSh 10,999"
20l Icona digital microwave Icona Microwave boasts 20 liters of space allowing you to accommodate dishes plates of various sizes You can reheat leftovers or steam vegetables appl,(0),"KSh 10,499"
20 L synix digital microwave silver,(0),"KSh 9,959"
20L Digital Microwave Grill,(0),"KSh 10,285"
Hisense 20L Digital Microwave Oven Hisense affordable energyefficient home appliances brand is well known for their highquality top of range products,(0),"KSh 10,999"
VON VAMS20DGB 20L 700Watts Microwave Oven,(0),"KSh 11,999"
VON VAMS20DGB 20L 700Watts Microwave Oven,(0),"KSh 13,999"
ARRIVALICONA 20 Ltrs Digital Microwave OvenCapacity 20 Ltrs Defrost Setting 99 Minutes Timer 5 Power Level Easy To Clean Elegant Design Cooking End Signal,(0),"KSh 12,578"
Redberry 20L Microwave Oven Defrost Function Mechanical or Manual Control Push Button Door Cooking End Signal 700W,(0),"KSh 8,499"
ICONA Microwave oven 20L Manual Setting ILMO2015XW,(0),"KSh 8,799"
20L Powerful Microwave,(0),"KSh 8,399"
LG MJ3965ACS 39L Smart Inverter Convectional Microwave Stainless Steel,(0),"KSh 71,495"
Hanmac Microwave 20L Digital Multiple Power Levels Speed Defrost Child Lock,(0),"KSh 10,769"
Mika 20L Digital Microwave Grill,(0),"KSh 10,999"
Haier HMW20DBM Digital Microwave Oven 700W 20L,(0),"KSh 13,999"
Hisense 20L Digital Microwave Oven 20 Liters Microwave,(0),"KSh 11,499"
Nunix Digital Microwave Oven 20L GRILL,(0),"KSh 10,799"
Hanmac Microwave 20L Digital Multiple Power Levels Speed Defrost Child Lock,(0),"KSh 10,650"
Roch 20Ltrs Digital Microwave Oven High Microwaves 1 YR Warranty,(0),"KSh 10,760"
Hanmac Microwave 20L Digital Multiple Power Levels Speed Defrost Child Lock,(0),"KSh 11,086"
Mika Digital Microwave oven 20Ltr Grill 1000Watt,(0),"KSh 12,999"
Hanmac Microwave 20L Digital Multiple Power Levels Speed Defrost Child Lock,(0),"KSh 10,669"
Nunix Digital Microwave Oven 20L C20PG1,(0),"KSh 9,999"
20L Litres Sterling microwave oven,(0),"KSh 9,500"
Mika Microwave Oven 20L Black MMWMSKH2012B Available,(0),"KSh 12,499"
Rebune Microwave 30Litres Microwave Oven RE108 Digital control 5 power levels 8 Auto menus Defrost function Cooking end signal Child safety lock 30 Seconds quick Start Power220V 60Hz 900W,(0),"KSh 19,529"
Hanmac Microwave Digital 20L HMR20EG2 Digital Timer Digital Control Gril Function 5 Power Levels Defrost Function Grill Power 1000W Multistage Cooking Speedy Cooking,(0),"KSh 13,959"
20 litres Haier digital microwave oven Stylish Silver stainless steel finish Compact size 20L Capacity 700 Watts 10 Power Levels Clock Timer Easy autocook functions Popcorn Potato Pizza,(0),"KSh 15,151"
Premier PM 204 multi purpose digital microwave 6 months warranty grill gray microwave oven electronics appliances small appliances appliances microwave ovens,(0),"KSh 11,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,799"
Nunix Digital Microwave Oven 20L GRILL,(0),"KSh 10,999"
LG MJ3965BCS 39L Smart Inverter Convectional Microwave,(0),"KSh 67,995"
Syinix 20L Digital Microwave Oven Grill Black,(0),"KSh 10,410"
Roch 20Ltrs Digital Microwave Oven High Microwaves 1 YR Warranty,(0),"KSh 10,650"
Roch 20Ltrs Digital Microwave Oven High Microwaves 1 YR Warranty,(0),"KSh 12,094"
Roch 20Ltrs Digital Microwave Oven High Microwaves 1 YR Warranty,(0),"KSh 10,669"
Mika Microwave 19L Black,(0),"KSh 9,690"
VON VAMS21DGK 700W Digital Microwave Oven 20L,(0),"KSh 10,999"
Nunix Digital Microwave Oven 20L GRILL,(0),"KSh 10,999"
MIKA MICROWAVE OVEN GRILL 20LTR 1000W Grill Silver,(0),"KSh 14,445"
LG MH8265CIS 42L NeoChef Grill Microwave Stainless Steel,(0),"KSh 38,995"
Hisense 20L Digital Microwave Oven H20MOMWS11,(0),"KSh 9,499"
HANMAC DIGITAL MICROWAVE GRILL FUNCTION 20 L,(0),"KSh 12,623"
Ramtons RM458 Digital Glass Microwave 700W,(0),"KSh 15,179"
Nunix 20L Digital Microwave without Grill,(0),"KSh 9,999"
VON VAMS21DGK 700W Digital Microwave Oven,(0),"KSh 10,999"
Hanmac 20L Manual Microwave Turntable Glass PushButton Door Timer HMR20M Brand Easy to operate maintain energysaving,(0),"KSh 12,000"
ORIGINAL ROCH Microwave manual ROCH OVEN,(0),"KSh 11,000"
Syinix 20 litres microwave oven COMPACT Countertop Microwave is 44cm long making it ideal choice to fit into dormitories apartment kitchens or workplace DIGITAL PANEL Our microwave fe,(0),"KSh 8,666"
ORIGINAL ROCH Microwave manual ROCH OVEN,(0),"KSh 10,500"
LG MS2595CIS 25L NeoChef SOLO Microwave Stainless Steel,(0),"KSh 28,495"
LG MS4295CIS 42L NeoChef SOLO Microwave Stainless Steel,(0),"KSh 33,495"
TIME DEALS Hisense white digital microwave 20L capacity 11 power levels Defrost by weight function Microwave output power of 700 watts 9999 minute cooking timer Push button door Silver color,(0),"KSh 10,500"
LG MH8265DIS 42L NeoChef Grill Microwave Black Finish,(0),"KSh 33,495"
LG MH6336GIB 23L NeoChef Grill Microwave Black Finish,(0),"KSh 27,995"
Syinix Microwave Oven 20L,(0),"KSh 10,800"
Hanmac Microwave Digital 20L Multistage cooking,(0),"KSh 11,499"
Syinix 20L Microwave Oven,(0),"KSh 10,299"
Nunix 20L Digital Electric Microwave Oven GRILL,(0),"KSh 10,999"
20ltrs MIKA MICROWAVE OVEN GRILL 1000W Grill Silverrr,(0),"KSh 16,029"
LG MS2535GIS 25L NeoChef SOLO Microwave Black Finish,(0),"KSh 26,995"
Nunix Digital Microwave Oven 20L,(0),"KSh 9,999"
Haier HMW20DBM Digital Microwave Oven 700W 20L,(0),"KSh 14,499"
20l Icona digital microwave Icona Microwave boasts 20 liters of space allowing you to accommodate dishes plates of various sizes You can reheat leftovers or steam vegetables appli,(0),"KSh 9,999"
Syinix 20L Microwave Oven,(0),"KSh 10,999"
Syinix Microwave Oven 20L,(0),"KSh 8,399"
MWO 20ME7DBKBSS Digital Microwave 35Mins440x355x258mm105115kg,(0),"KSh 10,495"
Nunix 20L Digital Microwave Oven Grill C20PG Silver,(0),"KSh 11,475"
Syinix 20L Digital Microwave Oven Black,(0),"KSh 8,999"
20 litres von digital microwaveSolo microwave Power 700W Capacity 20 Litres 6 power levels Digital Control Autocook menus Memory cooking a combination of different programs Child lock Strong gla,(0),"KSh 12,100"
Hanmac Microwave 20L Digital Grill Function,(0),"KSh 11,999"
Hanmac Microwave 20L Digital Multi Stage Cooking,(0),"KSh 10,299"
Ramtons RM458 Digital Glass Microwave 700W 20L Microwave Power output 700W 5 microwave power levels 95 minutes digital timer Defrost by weighttime Cooking end signal 8 auto menus Glass turntab,(0),"KSh 14,888"
Hisense White 20L Digital Microwave,(0),"KSh 10,800"
Manual Microwave 20ltrs for healthy cookingPower Levels Customize cooking 5 different power settings to perfectly cook a variety of dishes35Minute Digi,(0),"KSh 9,999"
Ramtons RM458 Digital Glass Microwave 700W 20L Silver,(0),"KSh 13,500"
Nunix Digital Microwave Oven 20L Without GRILL,(0),"KSh 9,999"
Hanmac Microwave 20L Digital Multi Stage Cooking HMR20E2,(0),"KSh 12,659"
HANMAC Microwave Manual 20L Defrost Function,(0),"KSh 10,399"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
20LMANUAL MICROWAVE SOLO,(1),"KSh 8,000"
VON VAMS21DGK Digital Microwave Oven Solo 20L Black,(0),"KSh 11,880"
20 litres Roch digital microwave oven,(0),"KSh 10,899"
Ramtons Digital Microwave,(0),"KSh 12,999"
Roch 20ltrs Digital Microwave household appliances11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99,(0),"KSh 10,699"
HANMAC Microwave Manual 20L Defrost Function,(0),"KSh 9,199"
HANMAC Microwave 20L Digital Grill Function HMR20EG3,(0),"KSh 12,299"
Cooking End Signal 1000 watts Function HANMAC 20L Digital without Grill Microwave manual,(0),"KSh 9,999"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 9,999"
VON VAMS21DGK 700W Digital Microwave Oven 20L,(0),"KSh 11,299"
C20MX 20 Litres manual Electric Nunix Microwave Oven Mechanical knob control Without grill function Matte black design White painted cavity 6 microwave power levels 35mins cooking,(0),"KSh 9,500"
Mika MMWDSTH2342BF Microwave 23Ltrs Without Grill DigitalFlat Bed BLACK,(0),"KSh 17,499"
Icona microwaveswith Rotary Switch Knob 700W Countertop Small Microwave Microwave Turntable Plate 6 Level Power Tabletop Microwave Microwave Handle,(0),"KSh 10,000"
Icona microwaves Countertop Microwave Ovens 12 Cu Ft 124 Removable Turntable Smart Humidity Sensor 12 Auto Menus Mute Function ECO Mode Easy Clean Interior 1100W,(0),"KSh 16,000"
Von microwave wave digital 20ltrs,(0),"KSh 16,999"
Von microwave wave digital 20ltrs,(0),"KSh 16,999"
